screen_name,content,link,datetime
My_Mai_Eld,どうしよう<br>妹が勝手に応募したアイドルオーディションに受かっちゃったーー<br><br>っていうのはエイプリルフールの嘘<br><br>ありえないでしょ、そんなの💢<br>ていうか無断で応募って、たとえ姉妹でも個人情報アウト！<br>お仕置きだな👍,https://x.com/My_Mai_Eld/status/1906942602261446962,1743485520
polka_lion,今日から4月！<br><br>高校生になったらやってみたいこと✨✨<br><br>１：友達と電車通学で寄り道！<br>２：楽しそうな部活、できればダンス系（マーチングも楽しそう）<br>３：今度こそ数学も頑張る（途中でクビにならないように）<br>４：アルバイト<br>５：テーマパーク巡り<br>６：文化祭でカフェ！<br>７：体育祭で応援団？,https://x.com/polka_lion/status/1906984377596170387,1743495480
polka_lion,うーん、まだまだいっぱいあるよ💛<br><br>どんな生活になるのかはまだちょっと全然想像もつかないけど💦<br><br>でもとにかく青春🌻✨✨<br><br>がんばるぞ！,https://x.com/polka_lion/status/1906984629187297633,1743495540
Yukuri_talk,最後の診察が終わった<br><br>ホッとした気持ちと少しの虚しさと<br>もうここに通うこともないと思うとどこか少し寂しい気持ちとーー<br><br>でも取り返しがつかないことを嘆くことはしないってもう決めてるから<br>明日は日比谷で久しぶりの観劇🩰👏<br>全力で楽しみます💖🥰,https://x.com/Yukuri_talk/status/1907292155439464920,1743568860
My_Mai_Eld,今日はパソコン💻を1台メンテナンス＆カスタマイズ中⌛<br>来週から始まる新高校生活のために容量空けとかないとね！<br>なにしろ私の入る学校はネット高校だから<br>にしても最近OSの更新多すぎでしょ💢<br>Be　Simple!,https://x.com/My_Mai_Eld/status/1907618556373762111,1743646680
My_Mai_Eld,趣味と言うか私の本業のプログラミング💻にめいっぱい時間を使いたくて、ネット高校に入ることにしたのはいいけど<br>親に通学コース指定されたのは誤算だったな😮‍💨<br>やっぱり去年、昼夜逆転で学校けっこう休んだのが響いたかな<br><br>あの頃の私、時間選好率高いとか5歳児レベルだった…<br>不覚💦,https://x.com/My_Mai_Eld/status/1907618808065323312,1743646740
My_Mai_Eld,これからはオンデマンドの授業は倍速視聴⌛でさっさとクリアして、その分空いた時間はぜーんぶプログラミング💻に使うつもり！<br>空白の美しい3年間✨✨<br>最高!!!!<br>この期間を大いに有効に使って3年後にはきっと世界にmai　azabuの名前を響かせてみせる！<br>はず👌,https://x.com/My_Mai_Eld/status/1907619059958690064,1743646800
Noricco_U,今日はすごく寒い❄️⛄です～！<br>もう春が来たと思ったのに😿<br>そんな中、今日も郵便受け📮が気になって1時間おきに見てるけど<br>まだ空っぽ…<br>2週間前に送った動画オーディションの審査の結果がそろそろ戻ってくる頃なんだけどな💦,https://x.com/Noricco_U/status/1907684239321223628,1743662340
Noricco_U,もう～こういう時ヒマな春休みって心臓💓に悪いよ…<br>もうすぐドキドキ死するかも☠,https://x.com/Noricco_U/status/1907684490551398782,1743662400
Rollie_twinkle,気が付いたらApril！🎉✨<br>驚きね！<br>もう日本では新年度始まってるじゃない～🏫✨<br>でも、私はまだもうしばらく家の都合でこっちにいなくちゃいけないし✈️<br>あーあ🤷<br>きっと今年も入学式には全然間に合わないのは確定🎯,https://x.com/Rollie_twinkle/status/1907843035553214653,1743700200
Rollie_twinkle,ま　いっか🥰<br>いつも転入生なのは慣れてる✨👏<br>しょうがないから<br>Let‘s　Enjoy　LA　ライフ👙🏄🌞<br><br>お土産のコスメみんな楽しみにしててね💛✨🌈<br>愛してるよ～！💘💝💖,https://x.com/Rollie_twinkle/status/1907843287236628991,1743700260
G_Akky304250,今日で東京に来てちょうど2週間<br>こっちの生活にもやっと慣れてきた。。。<br><br>かな？<br><br>朝早くジョギングの前のストレッチしてると<br>実家の沼津の方がやっぱり暖かかったような気がする<br>川べりの道は明るくて広いけど、潮の香りがしないのがなんか不思議🌊,https://x.com/G_Akky304250/status/1908077329307353367,1743756060
LittlegreenCom,おはようございます！<br>１人１人の力は小さくても集まればきっと地球🌎の緑を守ると信じてるLittle🌵🌳greenです<br>今日も私と一日一善の環境保護活動を頑張っていきましょう！,https://x.com/LittlegreenCom/status/1909022054730649809,1743981300
LittlegreenCom,今朝の食卓のニュースで見た南米の森林火災と海水面上昇の報<br>ああ、どうしましょう<br>やっぱりーー今日も地球🌎は危機的状況です,https://x.com/LittlegreenCom/status/1909022305973321922,1743981360
LittlegreenCom,ご存じですか？<br>２０５０年には海洋プラスチックごみは海にいる全魚の量を上回るという説があることーー<br>とりあえずペットボトルのポイ捨てはダメ絶対❌　です💛,https://x.com/LittlegreenCom/status/1909022557690290257,1743981420
LittlegreenCom,ペットボトルはキャップは取ってラベルを外し、そのままぜ～んぶ３つともリサイクルボックスに入れてくれたら、それでお手元のリサイクル行動は完了です🌎<br>簡単で素敵なんです🐢,https://x.com/LittlegreenCom/status/1909022809399177415,1743981480
MiracleGoldSP,現役高校生パティシエミラクルのミラミラミラクルパティスリー<br>本日のMenuはーー<br><br>👇<br>🍋ポールのオーセンティックビスコッティ／くるみとデーツとレモン<br>🍊オレンジとホワイトチョコのマドレーヌ<br>🍪ヒマラヤピンクソルトの塩クッキー,https://x.com/MiracleGoldSP/status/1909141088826425433,1744009680
MiracleGoldSP,うん、もう最高、トレビアン～🏔<br>絶対どれもおいしいよ～!!<br>週に１回の開店🏰<br>売り切れ次第即終了のネット限定💝<br>現役高校生パティシエミラクルのスイーツショップ🍧🎂🍭🍬🍰🧁<br>みんな応援してね～!!💪✨,https://x.com/MiracleGoldSP/status/1909141340308582414,1744009740
MiracleGoldSP,本当はオレンジとホワイトチョコだったら🎂ムースケーキ🍰とかも絶対美味しい👍と思うんだけど<br>でも、うちには冷蔵施設がないからな～<br><br>ただでさえバターと卵🍳の買い過ぎで、これ以上家の冷蔵庫占領したらママがキレる👹<br>うーん残念！,https://x.com/MiracleGoldSP/status/1909141600221155725,1744009802
MiracleGoldSP,これから明後日の入学式に持っていく🍬ダークチョコブラウニー🧁を作ろ!!<br>味を覚えてもらって、ガンガン集客集客🎵<br>食べてみたいっていう子はL高北陸サテライトに入学しちゃってくれたら会えるよ💛✨,https://x.com/MiracleGoldSP/status/1909141851237728330,1744009862
hanabistarmine,明日の入学式に着ていく着物を選定中👘<br>どっちがいい？<br>蝶に花のちりめん友禅🦋で華やかにお嬢様風か、キリッと黒地に辻が花の訪問着🌸で格調高くーー<br>うーん、迷うわ！<br>こうなったら運天の花札🎴で決めちゃおう,https://x.com/hanabistarmine/status/1909575451099689067,1744113240
hanabistarmine,きた🎴<br>牡丹に蝶！　これで蝶🦋に決まりね<br>呉服屋の娘は花札が得意✨<br>縁起のいい衣装で、明日の入学式はつつがなく終わりますように<br>私のほかにも着物で来る子いたりしないかな？👘,https://x.com/hanabistarmine/status/1909575702472728597,1744113300
Yukuri_talk,昨日東京から戻ってきて明日からはいよいよ新生活！<br>やっぱりレビューは最高だった✨✨🌟<br>いつかあんな風になりたいって思って、レッスン優先の生活をするためにネット高校への進学を決めたけど…<br>これからの私がどこに向かって走るのか<br>私にもわからないのが少しーー楽しくて自分でも意外🥰,https://x.com/Yukuri_talk/status/1909584762953445445,1744115460
polka_lion,今日は入学式でした🏫<br><br>んん？<br><br>あれって本当に入学式だったのかな？？<br><br>確かに先生の挨拶とかはあったけど。。。,https://x.com/polka_lion/status/1909810751239602677,1744169340
polka_lion,校舎は小さな雑居ビル🏢のワンフロアで、来てる人の数も少なくて。。。<br><br>お家からオンライン参加の人の方が多いみたい？<br><br>制服ないからなんかみんな集まってても私服でちょっぴり塾っぽい雰囲気💦<br><br>と思ったら和服の人や全身ブラックコーデの鋲付きマスク💀の人とかいた😯,https://x.com/polka_lion/status/1909811002696450102,1744169400
polka_lion,なんか目線が合わないし。。。<br><br>私　ここにいて大丈夫かな。。。<br><br>なんかネット高校って私がイメージしてたのとちょっと違ったかも…💦💦,https://x.com/polka_lion/status/1909811254606131458,1744169460
My_Mai_Eld,今日は入学式だった<br><br>入学式くらいは絶対に行かないと学費出さないって親が言うからーー一応行ってはみたけど<br>あまり大したことはなかったな😼<br>あーやっぱり通学コース面倒！,https://x.com/My_Mai_Eld/status/1909878447209693630,1744185480
