screen_name,content,link,datetime
G_Akky304250,いきづらい部発足２日目🚵<br>いきづらい部の名前の由来は<br>ここL高の校内サーバーに放置されてたメンバー０人の部活のチャンネル<br>#いきづらい部,https://x.com/G_Akky304250/status/1918195248666132485,1746168360
G_Akky304250,これ見つけた時<br>ポルカは自分が数学が壊滅的にデキなくて<br>そのせいで高校受験も全落ちだったから<br>いきづらい部の名前は自分にぴったりだって大笑いしてアイス落としてた<br><br>１７アイスはいつも落とすらしい🌊<br>#いきづらい部,https://x.com/G_Akky304250/status/1918195500618317831,1746168420
G_Akky304250,ポルカに誘われてスクールアイドルを始めることになって<br>何が変わるのかなと思ったら<br>うーん。。。<br>なにかあんまり変わらないような？<br>今日も朝のトレーニングをしてから登校して<br>あ🏔<br>ポルカや麻衣と色々相談したりするようになったのは変わったかな🚵<br>#いきづらい部,https://x.com/G_Akky304250/status/1920037638817353960,1746607620
G_Akky304250,あんまり人と一緒にいるタイプじゃないから<br>ちょっと不思議な気分<br>ポルカはとりあえず歌の動画をやりたいみたい<br><br>そこはダンスじゃないんだ🌊<br><br>私も歌は好きだな<br>自転車で走る時は少し歌っちゃうな🚵<br>#いきづらい部,https://x.com/G_Akky304250/status/1920037890454593620,1746607680
G_Akky304250,ポルカからダンスを教わるようになって思ったこと<br>ポルカってじつはダンスの天才かも🌊<br><br>#いきづらい部,https://x.com/G_Akky304250/status/1922241661670723755,1747133100
G_Akky304250,なんかスマホで動画を１回見ただけですぐに踊れてるんだよね<br>いつも踊ってるしダンスに詳しい子なんだろうなと思ってたんだけど<br><br>聞いてみたらステップの名前とか全然知らなかった。。。<br><br>#いきづらい部,https://x.com/G_Akky304250/status/1922241913307996569,1747133160
G_Akky304250,なんとなく踊ってるだけでステップの名前とか全然興味ないらしい<br>どうやるのか聞いても<br><br>んーなんかこうやってこうやってこう！<br><br>みたいな返事しか返ってこなかった<br><br>#いきづらい部,https://x.com/G_Akky304250/status/1922242164978778404,1747133220
G_Akky304250,スポーツの世界でもそういう人いるけど🚵<br>やっぱり天才な気がする<br><br>な🏔<br><br>#いきづらい部,https://x.com/G_Akky304250/status/1922242416595370115,1747133280
G_Akky304250,今日はいきづらい部メンバーでミーティング🚵<br>でもなんか結局三社祭がすごかった話で<br>けっこう終わっちゃった感じかな🌊<br><br>でも私も初めて見たんだけど<br>もう本当にすごい人出と勢いで🏔<br>なんかもう本当にすごかった！！<br>#いきづらい部,https://x.com/G_Akky304250/status/1925483774839857379,1747906080
G_Akky304250,東京に来て初めて<br>スクランブル交差点を見た時も<br>お祭りだって思ったのに…<br><br>本物のお祭りはやっぱりもっともっとすごかった🏔✨<br>#いきづらい部,https://x.com/G_Akky304250/status/1925484026640388355,1747906140
